rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
13759	PHIP	pleckstrin homology domain interacting protein	5622	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13760	PHKA2	phosphorylase kinase, alpha 2 (liver)	3836	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13761	PHKB	phosphorylase kinase, beta	3744	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13762	PHLDA1	pleckstrin homology-like domain, family A, member 1	1212	0	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13763	PHLDA2	pleckstrin homology-like domain, family A, member 2	465	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13764	PHLDB2	pleckstrin homology-like domain, family B, member 2	3961	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13765	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	4042	16	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13766	PHOSPHO1	phosphatase, orphan 1	934	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13767	PHOSPHO2	phosphatase, orphan 2	801	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13768	PHOX2B	paired-like homeobox 2b	953	244	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13769	PHPT1	phosphohistidine phosphatase 1	933	172	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13770	PHRF1	PHD and ring finger domains 1	5015	8	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13771	PHTF2	putative homeodomain transcription factor 2	2380	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13772	PHYH	phytanoyl-CoA 2-hydroxylase	1051	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13773	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	960	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13774	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	1009	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13775	PI15	peptidase inhibitor 15	797	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13776	PI16	peptidase inhibitor 16	1416	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13777	PI3	peptidase inhibitor 3, skin-derived (SKALP)	363	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13778	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	1474	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13779	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	1482	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13780	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	2533	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13781	PIAS1	protein inhibitor of activated STAT, 1	2010	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13782	PIAS2	protein inhibitor of activated STAT, 2	1993	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13783	PIAS3	protein inhibitor of activated STAT, 3	1942	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13784	PIAS4	protein inhibitor of activated STAT, 4	1575	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13785	PIBF1	progesterone immunomodulatory binding factor 1	2556	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13786	PICALM	phosphatidylinositol binding clathrin assembly protein	2063	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13787	PICK1	protein interacting with PRKCA 1	1296	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13788	PID1	phosphotyrosine interaction domain containing 1	791	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13789	PIF1	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)	1974	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13790	PIGA	phosphatidylinositol glycan anchor biosynthesis, class A (paroxysmal nocturnal hemoglobinuria)	1475	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13791	PIGB	phosphatidylinositol glycan anchor biosynthesis, class B	1711	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13792	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	985	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13793	PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	787	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13794	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	3000	1	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13795	PIGH	phosphatidylinositol glycan anchor biosynthesis, class H	581	0	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13796	PIGK	phosphatidylinositol glycan anchor biosynthesis, class K	1230	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13797	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L	785	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13798	PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	1272	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13799	PIGP	phosphatidylinositol glycan anchor biosynthesis, class P	489	6	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13800	PIGR	polymeric immunoglobulin receptor	2335	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13801	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	2423	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13802	PIGT	phosphatidylinositol glycan anchor biosynthesis, class T	1783	127	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13803	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	1352	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13804	PIGV	phosphatidylinositol glycan anchor biosynthesis, class V	1494	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13805	PIGW	phosphatidylinositol glycan anchor biosynthesis, class W	1519	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13806	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	855	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13807	PIGY	phosphatidylinositol glycan anchor biosynthesis, class Y	565	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13808	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	1746	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13809	PIH1D1	PIH1 domain containing 1	918	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13810	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	2482	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13811	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide	5187	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13812	PIK3C3	phosphoinositide-3-kinase, class 3	2762	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13813	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	812	476	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13814	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	1426	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13815	PIK3R4	phosphoinositide-3-kinase, regulatory subunit 4	4153	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13816	PIK3R6	phosphoinositide-3-kinase, regulatory subunit 6	2340	31	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13817	PILRA	paired immunoglobin-like type 2 receptor alpha	937	60	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13818	PILRB	paired immunoglobin-like type 2 receptor beta	734	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13819	PIM1	pim-1 oncogene	962	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13820	PIM2	pim-2 oncogene	956	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13821	PIM3	pim-3 oncogene	1001	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13822	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	506	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13823	PIN4	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	4141	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13824	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1	1015	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13825	PION	pigeon homolog (Drosophila)	2687	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13826	PIP	prolactin-induced protein	457	125	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13827	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	1257	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13828	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	1307	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13829	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like 1	1223	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13830	PIPOX	pipecolic acid oxidase	1201	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13831	PIR	pirin (iron-binding nuclear protein)	909	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13832	PIRT	phosphoinositide-interacting regulator of transient receptor potential channels	414	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13833	PISD	phosphatidylserine decarboxylase	1152	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13834	PITPNA	phosphatidylinositol transfer protein, alpha	857	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13835	PITPNB	phosphatidylinositol transfer protein, beta	862	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13836	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	1154	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13837	PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1	3828	19	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13838	PITPNM2	phosphatidylinositol transfer protein, membrane-associated 2	4146	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13839	PITPNM3	PITPNM family member 3	3001	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13840	PITX1	paired-like homeodomain 1	953	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13841	PITX2	paired-like homeodomain 2	1177	285	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13842	PITX3	paired-like homeodomain 3	921	247	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13843	PIWIL2	piwi-like 2 (Drosophila)	3010	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13844	PIWIL3	piwi-like 3 (Drosophila)	2729	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13845	PIWIL4	piwi-like 4 (Drosophila)	2635	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13846	PJA1	praja 1	1932	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13847	PJA2	praja 2, RING-H2 motif containing	2163	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13848	PKD1L1	polycystic kidney disease 1 like 1	8862	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13849	PKD1L2	polycystic kidney disease 1-like 2	7615	0	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13850	PKD2L1	polycystic kidney disease 2-like 1	2478	33	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13851	PKD2L2	polycystic kidney disease 2-like 2	2319	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13852	PKDCC	protein kinase domain containing, cytoplasmic homolog (mouse)	1506	0	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13853	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)	6762	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13854	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	239	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13855	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	287	201	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13856	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	239	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13857	PKM2	pyruvate kinase, muscle	1807	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13858	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	1566	360	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13859	PKN1	protein kinase N1	2958	18	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13860	PKN2	protein kinase N2	3039	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13861	PKN3	protein kinase N3	2754	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13862	PKNOX2	PBX/knotted 1 homeobox 2	1459	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13863	PKP3	plakophilin 3	2444	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13864	PKP4	plakophilin 4	3689	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13865	PLA2G10	phospholipase A2, group X	512	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13866	PLA2G12A	phospholipase A2, group XIIA	582	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13867	PLA2G12B	phospholipase A2, group XIIB	602	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13868	PLA2G15	phospholipase A2, group XV	1261	15	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13869	PLA2G16	phospholipase A2, group XVI	505	145	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13870	PLA2G1B	phospholipase A2, group IB (pancreas)	463	184	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13871	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	450	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13872	PLA2G2D	phospholipase A2, group IID	452	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13873	PLA2G2E	phospholipase A2, group IIE	443	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13874	PLA2G2F	phospholipase A2, group IIF	654	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13875	PLA2G3	phospholipase A2, group III	1554	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13876	PLA2G4A	phospholipase A2, group IVA (cytosolic, calcium-dependent)	2318	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13877	PLA2G4B	phospholipase A2, group IVB (cytosolic)	2728	24	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13878	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	1757	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13879	PLA2G4F	phospholipase A2, group IVF	2628	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13880	PLA2G5	phospholipase A2, group V	433	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13881	PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent)	2485	5	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13882	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	1370	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13883	PLAA	phospholipase A2-activating protein	2443	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13884	PLAC1	placenta-specific 1	643	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13885	PLAC4	placenta-specific 4	453	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13886	PLAC8	placenta-specific 8	364	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13887	PLAC8L1	PLAC8-like 1	550	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13888	PLAC9	placenta-specific 9	306	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13889	PLAG1	pleiomorphic adenoma gene 1	1574	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13890	PLAGL1	pleiomorphic adenoma gene-like 1	1396	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13891	PLAGL2	pleiomorphic adenoma gene-like 2	1649	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13892	PLAT	plasminogen activator, tissue	1741	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13893	PLAU	plasminogen activator, urokinase	1661	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13894	PLAUR	plasminogen activator, urokinase receptor	1126	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13895	PLBD1	phospholipase B domain containing 1	1702	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13896	PLBD2	phospholipase B domain containing 2	1816	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13897	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	3882	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13898	PLCB4	phospholipase C, beta 4	3769	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13899	PLCD1	phospholipase C, delta 1	2426	7	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13900	PLCD3	phospholipase C, delta 3	2425	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13901	PLCD4	phospholipase C, delta 4	2349	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13902	PLCL2	phospholipase C-like 2	3400	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13903	PLCXD1	phosphatidylinositol-specific phospholipase C, X domain containing 1	996	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13904	PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2	1215	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13905	PLCXD3	phosphatidylinositol-specific phospholipase C, X domain containing 3	976	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13906	PLCZ1	phospholipase C, zeta 1	2770	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13907	PLD3	phospholipase D family, member 3	1517	12	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13908	PLD4	phospholipase D family, member 4	1559	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13909	PLD5	phospholipase D family, member 5	1371	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13910	PLD6	phospholipase D family, member 6	765	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13911	PLDN	pallidin homolog (mouse)	535	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13912	PLEK2	pleckstrin 2	1096	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13913	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	1322	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13914	PLEKHA7	pleckstrin homology domain containing, family A member 7	3456	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13915	PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	1503	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13916	PLEKHA9	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 9	1245	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13917	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	760	159	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13918	PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2	697	14	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13919	PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	844	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13920	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	754	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13921	PLEKHG3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	3548	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13922	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	2477	142	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13923	PLEKHG7	pleckstrin homology domain containing, family G (with RhoGef domain) member 7	1181	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13924	PLEKHJ1	pleckstrin homology domain containing, family J member 1	472	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13925	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	3215	8	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13926	PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	3136	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13927	PLEKHM3	pleckstrin homology domain containing, family M, member 3	2310	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13928	PLEKHO1	pleckstrin homology domain containing, family O member 1	1252	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13929	PLEKHO2	pleckstrin homology domain containing, family O member 2	1493	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13930	PLGLB1	plasminogen-like B1	612	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13931	PLGLB2	plasminogen-like B2	612	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13932	PLIN2	perilipin 2	1342	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13933	PLIN3	perilipin 3	1333	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13934	PLK1S1	polo-like kinase 1 substrate 1	2071	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13935	PLK4	polo-like kinase 4 (Drosophila)	2973	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13936	PLLP	plasma membrane proteolipid (plasmolipin)	561	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13937	PLN	phospholamban	163	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13938	PLOD1	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	2258	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13939	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	2353	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13940	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	2289	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13941	PLP1	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	858	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13942	PLP2	proteolipid protein 2 (colonic epithelium-enriched)	475	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13943	PLRG1	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)	1603	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13944	PLS1	plastin 1 (I isoform)	1950	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13945	PLS3	plastin 3 (T isoform)	1953	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13946	PLSCR1	phospholipid scramblase 1	989	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13947	PLSCR2	phospholipid scramblase 2	699	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13948	PLSCR3	phospholipid scramblase 3	912	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13949	PLSCR5	phospholipid scramblase family, member 5	844	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13950	PLTP	phospholipid transfer protein	1542	66	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13951	PLUNC	palate, lung and nasal epithelium associated	803	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13952	PLVAP	plasmalemma vesicle associated protein	1351	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13953	PLXDC2	plexin domain containing 2	1642	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13954	PLXNB2	plexin B2	5657	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13955	PLXNC1	plexin C1	4827	2	2	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13956	PM20D1	peptidase M20 domain containing 1	1559	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13957	PM20D2	peptidase M20 domain containing 2	1337	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13958	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	169	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13959	PMCH	pro-melanin-concentrating hormone	510	381	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13960	PMEPA1	prostate transmembrane protein, androgen induced 1	886	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13961	PMFBP1	polyamine modulated factor 1 binding protein 1	3164	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13962	PMM2	phosphomannomutase 2	1321	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13963	PMP2	peripheral myelin protein 2	413	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13964	PMP22	peripheral myelin protein 22	501	187	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13965	PMPCB	peptidase (mitochondrial processing) beta	1758	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13966	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	2723	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13967	PMVK	phosphomevalonate kinase	595	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13968	PNCK	pregnancy upregulated non-ubiquitously expressed CaM kinase	1378	29	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13969	PNKD	paroxysmal nonkinesigenic dyskinesia	2487	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13970	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	1941	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13971	PNLIP	pancreatic lipase	1446	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13972	PNLIPRP1	pancreatic lipase-related protein 1	1452	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13973	PNLIPRP2	pancreatic lipase-related protein 2	1464	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
